study_hours,sleep_hours,screen_time_hours,mood,days_to_goal
6.1,7.9,2.0,great,48
6.3,8.3,1.6,great,32
6.1,7.9,1.9,great,44
6.3,8.2,1.9,great,58
5.9,8.3,1.5,great,59
6.2,7.9,1.3,great,41
6.0,7.9,1.2,great,52
6.5,7.9,1.5,great,44
6.5,8.0,1.6,great,51
6.2,8.1,1.4,great,32
6.1,8.3,1.6,great,49
6.5,8.4,1.3,great,32
6.4,8.3,1.2,great,25
6.2,8.1,1.0,great,26
6.3,8.4,0.9,great,21
6.5,8.3,0.8,great,21
7.2,8.5,0.7,great,21
6.4,8.5,1.2,great,21
6.9,8.5,1.1,great,21
6.8,7.9,0.9,great,21
7.0,8.5,0.5,great,21
6.9,8.1,0.5,great,21
6.8,8.3,0.8,great,30
7.3,8.5,0.3,great,21
1.8,5.3,5.7,very_low,319
1.0,5.4,5.8,very_low,338
1.6,4.8,5.4,very_low,331
1.3,4.7,5.0,very_low,321
1.7,5.0,5.1,very_low,316
2.0,4.7,4.9,very_low,306
1.9,5.1,5.5,very_low,314
1.9,5.1,4.8,very_low,300
1.9,5.0,5.1,very_low,293
1.7,5.4,5.5,very_low,306
1.5,5.1,4.7,very_low,296
1.9,4.9,5.3,very_low,317
2.1,5.2,5.5,very_low,291
2.1,5.3,4.7,very_low,273
1.6,4.8,4.9,very_low,313
1.7,5.0,5.1,very_low,307
1.6,4.8,4.8,very_low,308
2.0,5.3,4.9,very_low,300
1.8,5.3,5.3,very_low,311
1.8,5.3,5.0,very_low,292
2.2,5.2,4.6,very_low,289
2.3,5.2,4.8,very_low,274
1.8,5.5,4.8,very_low,295
1.8,5.1,5.3,very_low,299
2.5,5.3,5.1,very_low,280
1.8,5.2,4.7,very_low,287
2.0,5.4,4.7,very_low,278
2.2,5.2,5.4,very_low,294
1.7,5.0,4.8,very_low,299
1.7,5.1,5.1,very_low,302
1.7,5.3,5.4,very_low,319
2.5,5.4,5.2,very_low,287
2.0,5.5,5.1,very_low,289
2.3,5.4,4.8,very_low,268
2.0,5.4,5.3,very_low,306
2.5,5.2,5.3,very_low,288
2.1,5.0,5.1,very_low,302
2.5,5.0,4.9,very_low,288
2.5,5.0,5.1,very_low,287
1.9,5.2,5.4,very_low,302
2.2,5.5,5.5,very_low,297
1.7,5.3,5.1,very_low,297
1.8,5.3,5.3,very_low,303
2.5,5.3,5.6,very_low,285
1.7,5.6,5.1,very_low,300
1.9,5.0,5.1,very_low,308
1.8,5.6,5.0,very_low,295
1.7,5.4,5.0,very_low,289
1.6,5.5,5.6,very_low,315
1.6,5.5,4.9,very_low,302
1.8,5.2,5.4,very_low,317
1.8,5.5,5.4,very_low,299
1.6,5.3,5.3,very_low,303
1.8,5.3,5.5,very_low,307
2.1,5.6,4.9,very_low,278
2.2,5.3,5.1,very_low,292
1.9,5.7,5.3,very_low,286
1.5,5.7,5.5,very_low,298
2.0,5.6,5.1,very_low,296
2.0,5.5,4.9,very_low,279
2.2,5.1,5.2,very_low,292
2.4,5.1,4.6,very_low,286
1.7,5.5,5.0,very_low,298
1.9,5.6,5.2,very_low,295
1.6,5.5,4.9,very_low,296
1.8,5.7,4.6,very_low,275
1.8,5.7,4.6,very_low,280
2.2,5.2,4.5,very_low,283
2.3,5.4,4.5,very_low,271
2.4,5.6,4.6,very_low,266
2.0,5.6,4.8,very_low,273
2.1,5.7,4.4,very_low,271
1.8,5.4,4.2,very_low,273
1.7,5.5,4.7,very_low,292
2.2,5.8,4.6,very_low,278
1.7,5.3,4.0,very_low,279
2.6,5.8,3.9,very_low,232
2.1,5.7,4.5,very_low,262
2.6,5.9,4.4,very_low,249
2.2,5.7,4.2,very_low,253
2.7,5.9,4.0,very_low,243
2.8,5.3,4.1,very_low,247
2.3,5.6,3.8,very_low,261
2.2,5.7,3.5,very_low,241
2.7,6.0,4.1,very_low,231
2.9,5.8,3.6,low,224
2.4,5.7,3.7,very_low,249
3.0,5.4,3.4,low,217
2.7,6.0,3.6,low,230
2.6,5.6,3.4,very_low,230
2.4,6.0,3.7,very_low,253
2.5,5.8,3.5,very_low,242
2.5,5.6,3.2,very_low,232
2.8,6.1,3.3,low,223
3.4,6.0,3.8,low,210
2.7,5.6,3.7,very_low,247
2.6,6.1,3.8,very_low,237
3.4,5.5,3.6,low,200
2.9,6.2,3.4,low,215
3.3,6.1,3.2,steady,178
3.5,6.1,3.3,steady,182
3.1,6.2,3.7,low,215
3.1,5.8,3.0,low,212
3.7,5.8,3.4,steady,180
3.6,6.0,3.6,steady,193
3.4,6.3,3.3,steady,193
3.9,5.8,3.7,steady,189
4.0,5.7,3.5,steady,169
3.4,5.9,3.8,low,212
3.6,5.8,3.7,low,208
3.6,5.8,3.7,low,214
4.2,6.2,3.1,focused,139
4.0,5.9,3.2,steady,170
3.8,6.0,3.6,steady,186
4.0,6.2,3.3,steady,164
3.9,6.0,3.5,steady,185
4.0,6.0,3.5,steady,166
3.8,6.4,3.8,steady,174
4.7,6.0,3.7,focused,142
4.2,6.1,3.3,focused,160
4.5,6.4,3.6,focused,154
4.3,6.1,3.4,focused,149
4.4,6.5,3.9,steady,152
4.7,6.1,3.5,strong,136
4.4,6.2,4.0,steady,164
4.7,6.2,3.9,focused,147
4.4,6.3,3.4,focused,141
4.7,6.6,3.8,strong,131
4.7,6.0,3.9,focused,162
4.2,6.5,4.0,steady,176
4.7,6.5,3.7,strong,132
4.4,6.1,3.7,steady,175
4.4,6.6,4.0,steady,158
4.4,6.6,4.0,steady,151
4.3,6.7,3.3,focused,140
4.7,6.2,3.4,strong,129
5.0,6.3,3.4,strong,119
5.0,6.6,3.2,great,117
4.5,6.2,3.2,strong,141
5.0,6.5,3.1,great,120
4.9,6.3,3.6,strong,140
4.5,6.6,3.3,strong,126
4.8,6.2,3.2,strong,123
4.6,6.7,3.3,strong,122
4.4,6.9,3.3,focused,135
5.1,6.7,3.0,great,93
4.8,6.6,3.1,strong,123
4.4,6.5,3.5,focused,143
4.5,6.6,3.1,strong,130
4.6,6.9,3.4,strong,115
4.4,7.0,3.0,strong,115
4.4,6.8,2.9,strong,128
4.8,6.6,3.1,strong,116
4.6,6.7,2.5,great,101
4.8,6.7,2.3,great,103
4.9,7.0,2.7,great,94
4.8,6.7,2.8,great,107
5.0,7.2,2.2,great,77
4.9,6.8,2.7,great,94
4.9,6.7,2.4,great,110
4.2,6.9,2.1,strong,121
4.6,7.1,2.4,great,95
4.5,6.9,2.1,great,107
4.8,7.0,2.3,great,90
4.8,6.8,2.2,great,88
4.7,7.2,2.1,great,84
4.6,7.4,2.4,great,100
4.9,6.8,2.1,great,100
4.1,7.0,1.7,great,89
5.0,7.0,1.7,great,85
4.6,7.0,1.6,great,85
4.3,7.0,1.9,great,91
4.7,7.5,1.7,great,88
4.9,7.2,1.7,great,83
4.5,7.0,1.8,great,95
4.2,7.0,2.0,great,97
4.4,7.0,2.0,great,99
4.8,7.1,2.0,great,90
4.4,7.5,2.0,great,96
4.6,7.1,2.0,great,103
4.3,7.5,1.4,great,76
5.0,7.2,2.0,great,72
4.7,7.3,1.8,great,80
4.7,7.1,1.8,great,83
4.6,7.4,1.6,great,82
4.7,7.7,2.0,great,94
5.1,7.7,1.9,great,83
4.8,7.5,2.0,great,88
4.8,7.4,1.6,great,67
4.7,7.5,1.9,great,89
4.6,7.6,2.2,great,100
4.8,7.3,2.0,great,74
4.9,7.6,1.4,great,66
4.6,7.5,1.6,great,91
5.1,7.3,1.7,great,75
4.6,7.8,1.7,great,82
5.5,7.9,2.2,great,81
5.5,7.8,1.9,great,66
5.5,7.9,2.2,great,59
4.8,8.0,1.7,great,79
5.6,7.5,1.9,great,76
4.9,7.8,1.6,great,63
5.4,8.1,1.7,great,65
4.9,8.0,2.3,great,77
5.6,8.1,2.1,great,76
5.5,8.1,1.9,great,71
5.7,7.5,2.3,great,72
5.8,7.6,2.0,great,59
5.4,7.9,1.8,great,71
6.0,7.6,1.9,great,56
5.6,8.0,2.2,great,69
5.8,7.7,1.7,great,64
5.6,8.0,2.4,great,77
6.2,7.8,1.9,great,44
6.2,7.8,2.3,great,64
6.4,7.8,2.2,great,46
5.7,8.2,1.7,great,47
6.0,7.9,1.7,great,62
5.9,7.9,2.1,great,56
6.2,8.1,1.8,great,53
6.3,8.2,2.1,great,40
6.7,8.0,1.9,great,36
6.6,8.0,2.0,great,53
6.2,8.3,1.8,great,55
6.8,7.9,1.9,great,36
6.5,7.9,1.4,great,43
6.3,8.0,1.7,great,44
6.6,8.3,1.2,great,35
6.8,8.5,1.1,great,21
6.6,8.4,1.1,great,37
6.6,8.3,1.2,great,21
7.1,8.3,1.4,great,23
6.8,8.5,1.1,great,21
6.8,8.5,1.1,great,34
7.3,8.5,1.5,great,21
6.9,8.6,1.5,great,24
6.6,8.4,1.4,great,42
7.5,8.7,0.8,great,21
7.4,8.2,0.8,great,21
7.6,8.3,1.1,great,21
7.1,8.2,0.4,great,21
7.6,8.3,0.4,great,21
7.0,8.2,0.5,great,21
7.6,8.4,0.7,great,21
7.3,8.6,0.8,great,21
7.5,8.8,0.7,great,21
7.0,8.3,0.7,great,21
7.6,8.8,0.7,great,21
7.3,8.5,0.1,great,21
7.6,8.6,0.2,great,21
1.8,5.3,5.2,very_low,310
1.7,5.6,5.7,very_low,314
1.2,5.2,5.1,very_low,316
1.4,5.5,5.2,very_low,304
1.5,5.7,4.9,very_low,307
1.5,5.2,5.3,very_low,322
1.5,5.2,5.3,very_low,304
1.9,5.7,4.8,very_low,279
1.6,5.4,5.1,very_low,303
2.0,5.4,5.3,very_low,292
1.4,5.6,5.2,very_low,315
1.5,5.5,5.1,very_low,300
1.6,5.5,5.3,very_low,318
1.6,5.5,5.2,very_low,295
1.4,5.9,5.2,very_low,295
1.8,5.8,5.1,very_low,280
1.3,5.3,5.1,very_low,310
1.9,5.7,4.9,very_low,282
1.3,5.9,5.1,very_low,295
1.4,5.3,5.0,very_low,311
1.6,5.6,4.8,very_low,299
1.3,5.4,4.8,very_low,310
1.6,5.6,5.0,very_low,309
1.6,5.5,5.4,very_low,316
1.7,5.7,5.2,very_low,288
1.3,5.5,5.6,very_low,324
1.8,5.6,5.6,very_low,296
1.8,5.9,5.2,very_low,280
1.8,5.6,5.4,very_low,310
1.7,5.7,5.0,very_low,286
1.2,5.6,5.3,very_low,324
1.2,6.0,5.2,very_low,305
1.6,5.7,5.5,very_low,314
1.2,5.9,5.4,very_low,322
1.6,5.7,5.3,very_low,291
1.3,5.6,5.2,very_low,313
1.8,5.7,5.2,very_low,283
1.2,5.5,5.2,very_low,320
1.7,5.9,5.5,very_low,297
1.3,6.2,5.0,very_low,292
1.3,5.8,5.4,very_low,317
1.2,6.0,5.6,very_low,309
1.0,6.1,5.8,very_low,326
1.5,5.8,5.2,very_low,313
1.3,5.8,5.2,very_low,311
1.0,6.0,5.1,very_low,306
1.4,6.3,5.0,very_low,302
1.5,5.9,5.1,very_low,308
1.2,6.0,5.6,very_low,305
1.3,6.3,5.4,very_low,295
1.3,6.2,5.5,very_low,304
1.5,6.1,5.2,very_low,299
1.5,5.9,4.9,very_low,302
2.1,6.2,5.0,very_low,275
1.6,6.2,5.2,very_low,291
2.0,6.0,5.5,very_low,284
1.6,6.0,4.9,very_low,288
1.5,6.3,4.9,very_low,290
2.2,6.0,5.1,very_low,280
1.5,6.1,5.3,very_low,301
2.1,6.4,4.7,very_low,258
2.0,6.0,4.5,very_low,266
2.2,6.3,4.9,very_low,268
2.4,6.3,4.5,very_low,250
2.4,5.8,5.0,very_low,283
2.0,5.9,4.9,very_low,272
2.1,5.9,4.6,very_low,282
2.5,6.4,4.5,very_low,239
2.4,6.0,4.8,very_low,257
2.3,6.4,4.0,very_low,231
2.5,6.4,4.7,very_low,262
2.1,6.1,4.1,very_low,261
2.2,6.3,4.3,very_low,255
2.1,6.1,4.3,very_low,255
2.5,6.4,4.3,very_low,241
2.9,6.2,4.2,very_low,233
2.4,5.9,3.8,very_low,253
3.0,5.9,3.7,low,215
2.7,6.5,4.1,very_low,225
2.5,6.3,3.5,low,230
2.9,6.0,3.6,low,212
3.0,6.4,3.9,low,214
3.1,6.4,3.4,low,196
2.9,6.1,3.6,low,210
3.6,6.0,3.7,low,199
3.2,6.1,3.8,low,215
3.0,6.1,3.5,low,214
2.9,6.0,3.4,low,215
3.2,6.4,3.7,low,215
3.3,6.3,3.2,steady,180
3.2,6.5,3.3,steady,182
3.9,6.2,3.2,steady,170
3.3,6.5,3.1,steady,190
3.5,6.1,3.2,steady,177
3.9,6.5,3.6,steady,168
3.7,6.6,3.8,steady,186
4.1,6.5,3.5,focused,148
3.5,6.4,3.4,steady,171
3.7,6.0,3.5,steady,184
4.1,6.5,3.8,steady,158
4.0,6.1,3.3,steady,176
4.1,6.4,3.3,focused,157
3.9,6.0,3.6,steady,181
3.6,6.1,3.8,low,189
4.4,6.3,3.2,focused,138
4.1,6.4,3.5,steady,167
4.3,6.2,3.7,steady,160
3.7,6.0,3.3,steady,181
3.9,6.3,3.7,steady,178
4.5,6.1,3.9,focused,163
3.9,6.6,3.7,steady,170
3.7,6.5,3.7,steady,178
3.9,6.4,3.7,steady,185
4.0,6.6,3.5,steady,160
4.2,6.2,3.7,steady,181
4.6,6.4,3.6,strong,148
4.2,6.1,3.4,steady,165
4.0,6.7,3.7,steady,170
4.2,6.2,4.0,steady,181
4.0,6.4,3.6,steady,171
3.9,6.3,3.9,steady,181
3.9,6.2,4.0,steady,190
4.5,6.5,3.5,strong,146
4.6,6.5,4.0,focused,156
4.0,6.7,3.7,steady,175
4.0,6.2,3.6,steady,170
4.4,6.4,3.7,focused,148
4.1,6.6,3.7,steady,177
4.0,6.7,4.1,steady,180
3.7,6.6,3.5,steady,178
4.0,6.4,3.5,steady,175
4.0,6.5,3.4,steady,158
4.1,6.7,3.3,focused,141
4.0,6.5,3.8,steady,171
4.5,6.2,3.7,focused,156
4.5,6.5,3.4,strong,136
4.0,6.2,3.6,steady,168
4.0,6.8,3.2,focused,138
4.3,6.4,3.6,focused,150
3.8,6.3,3.2,steady,163
3.7,6.4,3.4,steady,181
3.8,6.6,3.1,focused,142
4.3,6.3,3.5,focused,157
3.9,6.8,3.5,steady,163
4.4,6.3,3.1,focused,142
3.9,6.7,3.2,focused,145
4.3,6.3,2.7,focused,137
3.9,6.6,2.6,focused,144
4.4,6.6,2.5,strong,118
3.6,6.6,3.1,steady,176
4.0,6.7,2.9,focused,149
4.1,7.0,2.9,strong,128
4.3,6.9,2.3,strong,124
4.1,7.0,2.8,strong,132
4.0,6.5,2.5,focused,149
4.3,6.8,2.1,strong,116
3.9,6.7,2.6,focused,149
4.0,6.3,2.4,focused,130
4.4,6.3,2.1,strong,117
3.9,6.5,2.4,focused,137
4.1,6.8,2.4,strong,125
4.0,7.0,2.5,strong,115
4.4,6.5,1.9,great,92
4.3,7.0,2.3,great,105
4.6,6.6,1.9,great,91
4.0,6.6,2.0,great,109
4.7,6.6,1.9,great,87
4.7,6.7,2.2,great,96
4.3,7.0,2.1,great,98
4.3,6.7,1.7,great,97
4.7,6.5,1.6,great,102
4.7,6.6,2.1,great,90
4.5,6.9,2.1,great,93
4.3,7.2,2.1,great,96
4.4,6.6,1.8,great,88
4.9,6.8,2.1,great,88
5.1,7.1,1.8,great,87
4.5,7.2,1.5,great,87
4.7,6.9,2.2,great,90
4.9,6.8,1.5,great,76
4.9,6.7,1.5,great,88
5.1,6.6,2.1,great,100
5.1,6.9,1.8,great,73
4.7,7.3,2.2,great,97
5.4,6.7,2.2,great,77
4.8,7.0,1.7,great,87
5.6,6.8,1.8,great,81
5.1,7.3,1.5,great,81
5.7,6.7,1.8,great,77
5.4,6.8,1.6,great,84
5.0,7.4,1.7,great,75
5.9,7.3,2.0,great,57
5.6,7.2,1.9,great,70
5.9,6.8,2.1,great,71
5.7,7.2,2.0,great,76
6.0,6.9,1.8,great,57
6.1,6.9,1.7,great,52
5.7,7.4,1.8,great,59
5.6,7.3,2.0,great,83
6.1,7.2,2.2,great,76
6.2,6.9,2.1,great,71
6.1,7.5,1.8,great,67
6.0,6.9,1.9,great,59
5.8,6.9,2.4,great,71
6.0,7.3,2.1,great,62
6.3,7.5,2.2,great,59
6.0,7.4,2.2,great,57
6.1,7.5,2.5,great,65
6.7,7.1,2.4,great,60
6.4,7.4,2.2,great,55
6.4,7.0,2.0,great,63
6.9,7.1,1.8,great,45
6.1,7.4,1.9,great,69
6.4,7.3,2.4,great,53
6.9,7.4,1.9,great,56
7.0,7.2,2.2,great,44
6.2,7.6,1.8,great,57
6.3,7.7,1.9,great,60
6.6,7.3,2.2,great,57
6.6,7.2,1.5,great,49
6.8,7.7,2.0,great,37
7.1,7.6,2.0,great,36
7.2,7.8,1.5,great,39
7.2,7.8,1.6,great,22
7.2,7.2,1.4,great,35
6.6,7.9,1.6,great,52
6.4,7.5,1.2,great,49
7.1,7.8,1.8,great,30
7.1,7.7,1.3,great,21
7.1,7.4,1.7,great,33
7.2,7.4,1.4,great,42
6.5,7.6,1.3,great,47
6.4,7.4,1.0,great,30
7.0,7.7,1.2,great,24
6.5,7.9,1.0,great,22
7.3,8.0,0.8,great,21
7.3,7.7,1.2,great,21
6.8,7.9,1.1,great,33
7.1,8.0,0.6,great,21
7.3,7.9,0.8,great,21
7.2,8.0,0.9,great,28
6.7,8.0,0.9,great,21
7.0,7.7,0.4,great,21
6.7,8.1,0.9,great,21
6.4,8.1,0.3,great,21
6.9,8.1,0.1,great,21
7.0,8.0,0.7,great,21
6.8,8.3,0.3,great,21
6.8,8.2,0.7,great,21
6.4,8.2,0.2,great,22
1.3,4.8,5.2,very_low,330
0.8,5.1,5.6,very_low,343
0.9,5.2,5.5,very_low,338
1.1,5.0,4.9,very_low,321
0.4,5.2,4.9,very_low,345
1.1,5.1,5.5,very_low,325
1.1,4.8,5.6,very_low,332
0.8,4.7,5.2,very_low,351
0.6,5.2,5.0,very_low,338
0.9,4.9,5.1,very_low,327
1.1,5.3,5.5,very_low,323
0.9,5.2,5.5,very_low,328
1.1,4.8,5.4,very_low,337
0.7,5.1,5.0,very_low,328
0.6,5.3,5.1,very_low,339
1.2,5.3,5.6,very_low,323
0.5,5.2,5.6,very_low,352
0.9,5.3,5.3,very_low,326
1.0,5.0,5.0,very_low,326
1.2,5.1,5.1,very_low,324
0.9,5.2,5.7,very_low,330
1.3,5.5,5.6,very_low,316
1.0,5.0,5.7,very_low,338
0.5,5.3,5.5,very_low,338
1.0,5.5,5.8,very_low,327
0.7,5.4,5.2,very_low,318
0.8,5.0,5.5,very_low,349
1.0,5.4,5.5,very_low,326
1.4,5.4,5.6,very_low,329
1.5,5.6,5.6,very_low,325
1.4,5.3,5.4,very_low,327
1.5,5.3,5.4,very_low,325
0.9,5.7,5.9,very_low,329
1.3,5.2,5.9,very_low,340
1.3,5.5,5.4,very_low,324
1.4,5.7,5.7,very_low,321
1.4,5.9,5.5,very_low,311
1.0,5.7,5.5,very_low,322
1.8,5.4,5.6,very_low,311
1.1,5.5,5.8,very_low,322
1.7,5.3,5.7,very_low,317
2.0,5.8,5.6,very_low,297
1.8,6.0,5.8,very_low,297
1.6,5.7,5.6,very_low,305
1.8,6.0,5.8,very_low,295
1.8,5.9,5.2,very_low,280
1.9,5.9,5.2,very_low,280
2.3,5.8,5.4,very_low,290
2.1,5.6,5.4,very_low,299
1.7,5.6,5.4,very_low,304
1.7,5.5,5.6,very_low,312
2.5,5.8,5.1,very_low,277
1.8,5.8,4.8,very_low,281
2.4,6.1,5.1,very_low,262
2.2,5.7,5.4,very_low,292
2.2,6.1,5.0,very_low,261
2.5,6.3,4.6,very_low,249
2.1,6.3,4.9,very_low,258
2.4,5.6,5.1,very_low,280
2.9,6.3,4.5,very_low,242
2.3,5.8,4.6,very_low,275
3.0,6.1,4.7,very_low,254
2.9,6.3,4.3,very_low,226
3.1,5.7,4.2,very_low,238
3.2,6.4,4.7,very_low,230
2.7,6.0,4.2,very_low,244
3.3,6.1,4.4,very_low,242
3.3,6.5,4.6,low,219
2.9,6.1,3.9,low,221
2.9,6.1,4.0,very_low,239
2.8,6.1,4.0,very_low,244
3.5,6.4,4.4,low,214
3.5,6.0,4.1,low,213
3.1,6.3,4.0,low,213
3.2,6.3,3.7,low,201
3.3,6.1,4.3,low,216
3.3,6.0,3.5,low,195
3.4,6.4,3.7,low,210
3.6,6.5,3.9,steady,185
3.0,6.7,3.6,low,204
3.8,6.4,3.8,steady,185
3.5,6.1,3.5,steady,180
3.9,6.1,3.9,steady,192
3.7,6.4,3.4,steady,172
3.7,6.7,3.3,steady,179
3.9,6.6,3.3,focused,147
3.3,6.6,3.2,steady,189
3.3,6.6,3.9,low,189
3.4,6.7,3.8,steady,196
4.1,6.7,3.5,focused,159
3.2,6.3,3.4,low,204
4.0,6.5,3.6,steady,177
3.8,6.4,3.9,steady,186
3.5,6.7,3.5,steady,175
3.5,6.9,3.8,steady,178
3.8,6.7,3.5,steady,173
3.6,6.7,3.4,steady,176
3.3,6.9,3.6,steady,173
3.5,7.0,3.4,focused,164
4.0,6.6,3.7,steady,163
3.7,6.4,3.3,steady,181
4.0,7.0,3.7,focused,152
3.3,7.1,3.7,steady,170
3.4,7.0,3.4,focused,169
3.9,6.6,3.8,steady,171
3.3,6.8,3.4,steady,189
3.8,6.5,3.5,steady,168
3.7,7.1,3.6,focused,168
4.0,6.7,3.5,focused,157
3.5,6.6,3.6,steady,170
3.3,6.6,3.9,low,199
3.9,6.5,3.6,steady,172
3.6,6.6,4.2,low,188
3.7,6.8,3.9,steady,179
3.2,7.2,3.8,steady,174
3.2,6.7,3.8,low,201
3.8,7.1,3.6,focused,148
3.6,6.9,3.5,steady,174
3.9,7.2,4.0,focused,152
3.6,6.9,4.1,steady,186
3.6,6.8,4.3,low,196
3.9,6.7,3.9,steady,169
3.2,7.1,3.6,steady,192
3.9,7.2,3.7,focused,141
3.7,6.7,3.8,steady,181
3.5,6.8,3.7,steady,187
3.3,7.3,3.7,steady,175
3.7,7.0,3.6,focused,155
3.3,7.0,3.9,steady,177
3.2,6.8,3.4,steady,191
3.6,7.1,4.0,steady,177
3.7,7.0,3.7,focused,153
3.2,6.8,3.7,low,192
3.8,7.3,3.6,focused,142
3.3,7.1,3.2,focused,158
3.6,6.9,3.4,steady,174
3.5,7.2,3.2,focused,161
3.7,6.9,3.3,focused,162
3.3,7.1,3.3,focused,172
3.3,7.4,3.1,focused,167
3.8,7.3,3.5,focused,155
3.9,6.9,2.7,focused,148
3.3,7.4,2.9,focused,163
3.5,6.9,2.8,focused,160
3.7,7.5,3.0,strong,143
3.8,7.3,2.7,strong,120
3.9,7.5,2.5,strong,119
3.9,7.3,2.5,strong,125
3.9,7.5,2.9,strong,138
4.4,7.3,2.4,great,99
4.2,7.0,2.5,strong,115
3.8,6.9,2.7,focused,150
4.5,7.3,2.2,great,104
4.6,7.6,2.5,great,104
4.6,7.5,2.0,great,78
4.1,7.2,2.1,great,116
4.6,7.4,2.7,great,95
4.5,7.6,1.9,great,89
4.7,6.9,2.5,great,98
4.2,7.5,1.9,great,90
4.5,7.6,2.1,great,99
4.2,7.1,1.9,great,98
4.6,7.0,2.3,great,103
4.6,7.0,2.1,great,85
5.2,7.4,2.2,great,69
4.7,7.6,1.9,great,72
5.0,7.5,1.8,great,84
5.2,7.5,1.9,great,71
5.4,7.5,2.0,great,73
4.8,7.7,2.3,great,77
5.2,7.2,1.9,great,68
5.4,7.6,1.6,great,55
5.1,7.1,2.2,great,92
5.6,7.0,1.5,great,73
5.6,7.5,1.6,great,66
5.7,7.4,2.2,great,79
5.0,7.1,2.1,great,78
5.7,7.1,1.6,great,76
5.1,7.6,1.7,great,61
5.2,7.3,2.0,great,78
5.3,7.8,2.1,great,66
5.5,7.6,2.3,great,64
5.4,7.1,1.8,great,66
5.4,7.5,2.4,great,84
6.0,7.2,1.8,great,57
6.3,7.2,2.2,great,65
6.0,7.5,1.9,great,59
6.2,7.6,2.1,great,63
6.4,7.3,2.3,great,51
5.6,7.4,2.3,great,78
6.3,7.2,2.4,great,71
5.6,7.7,1.8,great,66
6.4,7.4,2.3,great,65
5.7,7.3,2.5,great,76
6.3,7.5,2.2,great,66
6.0,7.9,2.0,great,60
5.8,7.4,2.2,great,69
6.6,7.8,2.6,great,57
6.6,7.5,1.9,great,56
6.1,7.2,1.9,great,57
6.7,7.6,2.2,great,40
6.5,7.7,2.0,great,53
6.0,7.3,2.1,great,57
6.1,7.2,2.1,great,60
6.7,7.6,2.0,great,48
6.5,7.5,2.5,great,53
6.7,7.3,2.5,great,49
6.1,7.6,2.0,great,53
6.7,7.8,2.1,great,36
6.1,7.4,2.2,great,69
6.2,7.3,1.8,great,52
6.5,7.8,2.3,great,52
6.7,7.3,1.9,great,48
6.0,7.5,1.7,great,66
6.1,7.9,2.3,great,68
6.3,7.7,1.7,great,42
5.9,7.5,1.9,great,73
6.0,7.7,1.6,great,61
6.2,7.6,1.3,great,46
5.9,7.8,1.8,great,47
6.2,7.7,1.9,great,66
6.0,7.6,1.8,great,65
6.0,7.4,1.8,great,49
6.0,7.8,1.3,great,55
6.2,7.4,1.2,great,42
6.6,7.8,1.4,great,46
6.3,8.0,1.4,great,33
6.4,7.9,1.0,great,41
6.0,7.9,1.1,great,51
5.7,7.6,0.8,great,35
6.3,7.9,0.7,great,30
6.5,7.5,1.1,great,39
6.2,7.9,0.6,great,26
5.9,7.9,0.8,great,32
5.8,8.1,0.5,great,44
6.2,7.7,0.6,great,39
6.2,7.9,0.8,great,32
5.9,8.0,0.3,great,26
6.2,7.8,0.9,great,27
6.3,7.5,0.2,great,21
5.8,7.8,0.9,great,38
6.3,8.1,0.4,great,22
6.3,7.8,0.5,great,29
6.3,7.8,0.2,great,32
6.4,7.8,0.1,great,30
5.9,7.7,0.5,great,38
5.8,8.1,0.1,great,21
5.9,7.7,0.1,great,39
6.2,7.7,0.5,great,36
5.8,8.1,0.3,great,36
0.6,4.7,4.9,very_low,340
0.2,4.7,4.9,very_low,353
0.5,4.6,5.6,very_low,350
0.2,4.7,5.6,very_low,365
0.3,4.7,5.3,very_low,347
0.3,4.8,5.2,very_low,347
0.3,4.5,5.1,very_low,342
0.7,4.8,5.3,very_low,340
0.3,4.4,5.6,very_low,365
1.0,4.5,5.4,very_low,347
1.0,4.9,5.6,very_low,347
0.6,4.5,5.4,very_low,354
1.1,4.6,5.4,very_low,333
0.6,4.6,5.2,very_low,346
1.1,5.0,5.4,very_low,328
1.1,5.1,5.4,very_low,331
1.2,4.9,5.8,very_low,328
0.7,4.5,5.1,very_low,332
0.6,4.7,5.1,very_low,341
1.3,5.2,5.2,very_low,314
1.3,5.2,5.7,very_low,325
1.0,5.0,5.4,very_low,322
0.9,4.6,5.5,very_low,355
1.7,5.2,5.2,very_low,309
1.8,5.1,5.9,very_low,331
1.1,4.7,5.8,very_low,343
1.8,5.1,5.4,very_low,298
1.6,4.6,5.8,very_low,326
1.5,4.9,5.2,very_low,315
1.6,4.7,5.2,very_low,327
1.8,5.3,5.9,very_low,323
2.0,4.8,5.4,very_low,314
2.2,4.8,5.8,very_low,320
2.3,4.7,5.7,very_low,318
2.0,5.2,5.8,very_low,317
2.2,4.9,5.3,very_low,297
2.3,5.1,5.5,very_low,308
2.3,5.1,5.4,very_low,300
2.1,5.1,5.4,very_low,313
2.4,4.9,5.7,very_low,313
2.4,5.1,5.9,very_low,295
2.1,4.9,5.8,very_low,317
2.3,5.2,5.6,very_low,308
2.3,5.5,5.8,very_low,290
2.3,5.3,5.6,very_low,306
2.6,5.5,5.6,very_low,294
2.4,5.4,5.6,very_low,305
2.6,5.2,5.3,very_low,278
2.7,5.5,5.4,very_low,283
2.9,5.2,5.0,very_low,277
2.6,5.6,5.1,very_low,281
